beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Madonna of Sori","Sori Brewing","IPA - Session / India Session Ale",5.3,50,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2016-06-22 22:39:30",https://untappd.com/c/326661238,https://untappd.com/beer/1161038,https://untappd.com/brewery/58973,Estonia,Tallinn,Harjumaa,,,,326661238,1161038,58973,https://untappd.s3.amazonaws.com/photo/2016_06_22/c4e06817c105630b27235a490c5f3809_raw.jpg,3.52,3.52,,1,0
"Kasteel Hoppy","Kasteel Brouwerij Vanhonsebrouck","IPA - Belgian",6.5,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2016-06-22 23:07:03",https://untappd.com/c/326670369,https://untappd.com/beer/334677,https://untappd.com/brewery/303,Belgium,Izegem,Vlaanderen,,,,326670369,334677,303,https://untappd.s3.amazonaws.com/photo/2016_06_22/52f96cf6d715ce4bdea37dffd1578873_raw.jpg,3.29,3.3,,0,0
"Summer WIPA","Mallaskoski Brewery","IPA - American",6.8,75,"Siit lähti jussi","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-06-23 17:37:31",https://untappd.com/c/326897936,https://untappd.com/beer/1468997,https://untappd.com/brewery/9339,Finland,Seinäjoki,Länsi-Suomi,,,,326897936,1468997,9339,https://untappd.s3.amazonaws.com/photo/2016_06_23/7cb9efdef2b3a882fdc4b18cbff646a3_raw.jpg,3.39,3.43,,1,0
"Hardcore Chimera","Finch Beer Company","IPA - Imperial / Double",9,80,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2016-06-23 21:21:56",https://untappd.com/c/326938185,https://untappd.com/beer/745906,https://untappd.com/brewery/9865,"United States",Chicago,IL,,,,326938185,745906,9865,https://untappd.s3.amazonaws.com/photo/2016_06_23/ae50f3639673f1109a1f803ce9b5ba6d_raw.jpg,3.86,3.86,,0,0
"India Pale Ale","Nøgne Ø","IPA - American",7.5,60,"Melkein kyl tupla/imperial, mut ihan ok","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2016-06-23 22:09:24",https://untappd.com/c/326952844,https://untappd.com/beer/15929,https://untappd.com/brewery/923,Norway,Grimstad,Aust-Agder,,,,326952844,15929,923,https://untappd.s3.amazonaws.com/photo/2016_06_23/3af1bf657aba70791a3ce40f51ae32c1_raw.jpg,3.77,3.77,,1,1
"Hop Bomb","Sadler's Ales","IPA - American",4.6,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-06-29 19:56:08",https://untappd.com/c/329410652,https://untappd.com/beer/69299,https://untappd.com/brewery/9956,England,"Staveley Mill Yard",England,,,,329410652,69299,9956,https://untappd.s3.amazonaws.com/photo/2016_06_29/e10074fb9515fa8d34dc264a31de081e_raw.jpg,3.47,3.48,,0,0
"Red IPA","Sadler's Ales","IPA - Red",5,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-06-29 22:20:40",https://untappd.com/c/329442489,https://untappd.com/beer/122377,https://untappd.com/brewery/9956,England,"Staveley Mill Yard",England,,,,329442489,122377,9956,https://untappd.s3.amazonaws.com/photo/2016_06_29/0e247f72eb1f3eccfe3333f1e4a68e92_raw.jpg,3.43,3.45,,0,0
"Sumatra Mountain Brown","Founders Brewing Co.","Brown Ale - Imperial / Double",9,40,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4.25,"2016-07-01 15:35:56",https://untappd.com/c/330036739,https://untappd.com/beer/15739,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,330036739,15739,549,https://untappd.s3.amazonaws.com/photo/2016_07_01/ab70808257c593057d1aa546333f6efe_raw.jpg,4.05,4.05,,1,0
"Mufloni Single Hop Simcoe","Panimoravintola Beer Hunter's","Pale Ale - American",3.5,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2016-07-01 21:03:02",https://untappd.com/c/330104864,https://untappd.com/beer/60990,https://untappd.com/brewery/20115,Finland,Pori,Länsi-Suomi,,,,330104864,60990,20115,https://untappd.s3.amazonaws.com/photo/2016_07_01/f08d3a90c761e849b6fb6631b18bd8b0_raw.jpg,3.19,3.28,,1,0
Sesoon,Õllenaut,"Farmhouse Ale - Saison",5.3,28,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2016-07-01 21:35:48",https://untappd.com/c/330120469,https://untappd.com/beer/1397691,https://untappd.com/brewery/94122,Estonia,,,,,,330120469,1397691,94122,https://untappd.s3.amazonaws.com/photo/2016_07_01/71e7788ea9e93b8b4098355bbd9cfd17_raw.jpg,3.39,3.41,,1,0
"Wild Boar","Buxton Brewery","IPA - American",5.7,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2016-07-01 22:30:44",https://untappd.com/c/330152309,https://untappd.com/beer/104140,https://untappd.com/brewery/3461,England,Buxton,Derbyshire,,,,330152309,104140,3461,https://untappd.s3.amazonaws.com/photo/2016_07_01/d02066a4aab3e6c5a918f8ed4f040c0a_raw.jpg,3.62,3.62,,0,0
"Guinness Draught",Guinness,"Stout - Irish Dry",4.2,45,"Kyl guinness maistuu vielä","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-07-01 22:55:50",https://untappd.com/c/330168611,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,"Saint James' Gate",Leinster,,,,330168611,4473,49,https://untappd.s3.amazonaws.com/photo/2016_07_01/b945bb68758ad4beac145c3cc9979544_raw.jpg,3.78,3.78,,0,0
"Bock's IPA","Bock's Corner Brewery","IPA - English",6.5,55,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2016-07-01 23:38:06",https://untappd.com/c/330197939,https://untappd.com/beer/1311522,https://untappd.com/brewery/189697,Finland,Vaasa,Länsi-Suomi,,,,330197939,1311522,189697,https://untappd.s3.amazonaws.com/photo/2016_07_01/507c066eeb5daa2854a24f2aebe7581d_raw.jpg,3.23,3.31,,0,0
"Lux Divina","Les Brasseurs de Lorraine","Belgian Dubbel",7,0,"On muuten hyvää, pehmeää, suklainen, kahvinen","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2016-07-02 00:35:32",https://untappd.com/c/330237486,https://untappd.com/beer/440504,https://untappd.com/brewery/3069,France,Pont-à-Mousson,Grand-Est,,,,330237486,440504,3069,https://untappd.s3.amazonaws.com/photo/2016_07_01/cb75ac2fd7a68b6b061fdbb6b5c7860d_raw.jpg,3.34,3.4,,1,0
Duvel,"Duvel Moortgat","Belgian Strong Golden Ale",8.5,33,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2016-07-02 22:29:08",https://untappd.com/c/330784047,https://untappd.com/beer/6868,https://untappd.com/brewery/167,Belgium,Puurs,Vlaanderen,,,,330784047,6868,167,https://untappd.s3.amazonaws.com/photo/2016_07_02/4fd4c8a7ca1479fcc9cdf73439fd1b9f_raw.jpg,3.75,3.75,,0,0
"Gasometer Grapefruit IPA","Stadin Panimo","IPA - American",6.5,70,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2016-07-02 23:05:17",https://untappd.com/c/330819413,https://untappd.com/beer/1231520,https://untappd.com/brewery/5200,Finland,Helsinki,Etelä-Suomi,,,,330819413,1231520,5200,https://untappd.s3.amazonaws.com/photo/2016_07_02/30b39eddc361db73f64f3178891c39a4_raw.jpg,3.36,3.39,,0,0
"Hitachino Nest White Ale","Kiuchi Brewery","Wheat Beer - Witbier",5.5,13,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-07-02 23:34:35",https://untappd.com/c/330848964,https://untappd.com/beer/1573,https://untappd.com/brewery/1713,Japan,Naka-shi,Ibaraki,,,,330848964,1573,1713,https://untappd.s3.amazonaws.com/photo/2016_07_02/9d695bc4cabb529254e305ae4520d73c_raw.jpg,3.62,3.62,,0,0
"Samuel Adams Summer Ale","Boston Beer Company","Wheat Beer - American Pale Wheat",5.3,7,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3,"2016-07-03 00:52:35",https://untappd.com/c/330924408,https://untappd.com/beer/3916,https://untappd.com/brewery/157,"United States",Boston,MA,,,,330924408,3916,157,,3.4,3.4,,0,0
"Helsinki Hopshine","Humalove Brewing","Pale Ale - American",4.5,50,Toimii,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2016-07-03 20:45:01",https://untappd.com/c/331358071,https://untappd.com/beer/1570959,https://untappd.com/brewery/167148,Finland,,,,,,331358071,1570959,167148,https://untappd.s3.amazonaws.com/photo/2016_07_03/f9d981aaca71b36cbe548df23f3e6f0d_raw.jpg,3.42,3.48,,1,0
"Prykmestar Pekoniolut","Vakka-Suomen Panimo","Smoked Beer",4.5,0,"Pakko oli koittaa... Pekoni tuoksuu kyllä, mutta savu peittää maun.","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.25,"2016-07-03 21:01:55",https://untappd.com/c/331367567,https://untappd.com/beer/1510966,https://untappd.com/brewery/2677,Finland,Uusikaupunki,Etelä-Suomi,,,,331367567,1510966,2677,https://untappd.s3.amazonaws.com/photo/2016_07_03/b0c9c36007b797f4b4eb9678bdb05ca5_raw.jpg,2.75,2.92,,0,0
"Sandels Vehnä",Olvi,Hefeweizen,4.7,14,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3,"2016-07-05 22:57:42",https://untappd.com/c/332317375,https://untappd.com/beer/617814,https://untappd.com/brewery/2655,Finland,Iisalmi,Itä-Suomi,,,,332317375,617814,2655,https://untappd.s3.amazonaws.com/photo/2016_07_05/8232b7077239ed9adeaf712d5794ec00_raw.jpg,2.83,2.91,,0,0
"Arrogant Bastard Ale","Arrogant Consortia","Strong Ale - American",7.2,100,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2016-07-06 22:51:14",https://untappd.com/c/332576481,https://untappd.com/beer/18099,https://untappd.com/brewery/234399,"United States",Escondido,CA,,,,332576481,18099,234399,https://untappd.s3.amazonaws.com/photo/2016_07_06/ece7acb1772311f1165ddb03a3ebb28c_raw.jpg,3.73,3.73,,0,0
"Emmer Tripel","Malmgårdin Panimo","Belgian Tripel",8.3,30,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-07-06 23:26:27",https://untappd.com/c/332589572,https://untappd.com/beer/579511,https://untappd.com/brewery/5187,Finland,Loviisa,Etelä-Suomi,,,,332589572,579511,5187,https://untappd.s3.amazonaws.com/photo/2016_07_06/3973cc3aa38855f36efb919d986c0c67_raw.jpg,3.45,3.47,,0,0
"Scarlet Macaw","Oakham Ales","Pale Ale - American",4.4,61,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2016-07-08 19:29:04",https://untappd.com/c/333172975,https://untappd.com/beer/52694,https://untappd.com/brewery/931,England,Peterborough,"City of Peterborough",,,,333172975,52694,931,https://untappd.s3.amazonaws.com/photo/2016_07_08/5b565b9686aaa0ce0f9d18be325b1e46_raw.jpg,3.49,3.49,,0,0
Poro,Õllenaut,"Sour - Other",10,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-07-08 20:02:12",https://untappd.com/c/333183224,https://untappd.com/beer/1488728,https://untappd.com/brewery/94122,Estonia,,,,,,333183224,1488728,94122,https://untappd.s3.amazonaws.com/photo/2016_07_08/7f8c208f575711bdeeb47b641c25c0d1_raw.jpg,3.39,3.48,,1,0
"Hoppin' To Heaven IPA","Hoppin' Frog Brewery","IPA - American",6.8,68,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4.25,"2016-07-08 22:58:39",https://untappd.com/c/333261584,https://untappd.com/beer/5787,https://untappd.com/brewery/673,"United States",Akron,OH,,,,333261584,5787,673,https://untappd.s3.amazonaws.com/photo/2016_07_08/107318cf9f52a07e79b3a572094a91b5_raw.jpg,3.72,3.72,,1,0
"Ace of Chinook",BrewDog,"IPA - Session / India Session Ale",4.5,40,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2016-07-10 20:39:54",https://untappd.com/c/334407361,https://untappd.com/beer/1549193,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,334407361,1549193,241,,3.65,3.65,,0,0
"Reaktor Hello World Session API IPA","Monkey Monk","Pale Ale - American",4.7,45,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-07-11 22:41:54",https://untappd.com/c/334799193,https://untappd.com/beer/1057046,https://untappd.com/brewery/156147,Belgium,,,,,,334799193,1057046,156147,https://untappd.s3.amazonaws.com/photo/2016_07_11/0309cea441003e96384916b55e14c455_raw.jpg,3.36,3.42,,1,0
"Aeg Maha",Põhjala,"IPA - Session / India Session Ale",4,25,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.75,"2016-07-11 23:28:42",https://untappd.com/c/334810650,https://untappd.com/beer/1520778,https://untappd.com/brewery/54434,Estonia,Tallinn,Harjumaa,,,,334810650,1520778,54434,https://untappd.s3.amazonaws.com/photo/2016_07_11/c8fa6ebe316d211424ecfdac613aa941_raw.jpg,3.57,3.58,,0,0
"American Ale","Brooklyn Brewery","Pale Ale - American",4.5,24,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2016-07-13 23:30:10",https://untappd.com/c/335339212,https://untappd.com/beer/41167,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,335339212,41167,259,,3.31,3.31,,0,0
"Tre Gamle Damer",Austmann,"Pale Ale - Belgian",5.5,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-07-14 17:29:20",https://untappd.com/c/335568918,https://untappd.com/beer/389378,https://untappd.com/brewery/69202,Norway,Trondheim,Trøndelag,,,,335568918,389378,69202,https://untappd.s3.amazonaws.com/photo/2016_07_14/12b54f8fb91523b46d5b9b58fac809c2_raw.jpg,3.55,3.55,,0,0
Inki,HIISI,"Pale Ale - American",5.7,50,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-07-14 20:41:50",https://untappd.com/c/335599806,https://untappd.com/beer/1421744,https://untappd.com/brewery/78852,Finland,Jyvaskyla,Länsi-Suomi,,,,335599806,1421744,78852,https://untappd.s3.amazonaws.com/photo/2016_07_14/50ce14439a8b9c229b68df6f8540e265_raw.jpg,3.16,3.19,,0,0
"Tre Fontane Tripel","Abbazia Tre Fontane","Belgian Tripel",8.5,30,"Italian munkit!","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2016-07-14 22:22:32",https://untappd.com/c/335629454,https://untappd.com/beer/341763,https://untappd.com/brewery/60579,Italy,Roma,Lazio,,,,335629454,341763,60579,https://untappd.s3.amazonaws.com/photo/2016_07_14/0630eb90a88c79d44e55fd79efc0f26a_raw.jpg,3.61,3.61,,1,0
"Gin Long Drink Cranberry & Rosemary","Kyrö Distillery Company",Other,5.5,0,"Mielenkiintoinen, ei ainakaan liian makea","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2016-07-15 20:39:28",https://untappd.com/c/335969761,https://untappd.com/beer/1636106,https://untappd.com/brewery/282352,Finland,,,,,,335969761,1636106,282352,https://untappd.s3.amazonaws.com/photo/2016_07_15/d7a2489faf28babffb214ad28dcd59f6_raw.jpg,0,0,,1,0
Pellonpekko,"Sauvon Panimotupa","Lager - Euro Pale",4.5,10,"Jokin on kyllä pahasti mennyt pieleen","Rajalahden lossiranta",,,Suomi,60.2445,22.7203,1.75,"2016-07-16 18:41:22",https://untappd.com/c/336487256,https://untappd.com/beer/715549,https://untappd.com/brewery/116219,Finland,,,,,,336487256,715549,116219,https://untappd.s3.amazonaws.com/photo/2016_07_16/e5d4488eee1f981e2ebdc6ace34efc95_raw.jpg,2.16,3.37,,1,0
Mallas-akka,"Sauvon Panimotupa","Blonde Ale",4.5,0,,"Rajalahden lossiranta",,,Suomi,60.2445,22.7203,2.25,"2016-07-16 23:46:19",https://untappd.com/c/336714085,https://untappd.com/beer/698936,https://untappd.com/brewery/116219,Finland,,,,,,336714085,698936,116219,https://untappd.s3.amazonaws.com/photo/2016_07_16/722ac223f8d7524ef806fa620796bd24_raw.jpg,2.52,3.4,,0,0
"Pub Ale","Boddington's Brewery","English Bitter",4.6,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3,"2016-07-18 21:22:20",https://untappd.com/c/337599764,https://untappd.com/beer/1536,https://untappd.com/brewery/148,England,Shamlesbury,Lancashire,,,,337599764,1536,148,,3.38,3.38,,0,0
"Pearl Jet","Marston's Brewery","Stout - Oyster",4.1,0,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-07-18 22:44:28",https://untappd.com/c/337621545,https://untappd.com/beer/10166,https://untappd.com/brewery/1517,England,Burton-on-Trent,Staffordshire,,,,337621545,10166,1517,,3.45,3.45,,0,0
"Mufloni IPA","Panimoravintola Beer Hunter's","IPA - Session / India Session Ale",4.5,46,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.5,"2016-07-18 23:38:11",https://untappd.com/c/337636457,https://untappd.com/beer/421850,https://untappd.com/brewery/20115,Finland,Pori,Länsi-Suomi,,,,337636457,421850,20115,https://untappd.s3.amazonaws.com/photo/2016_07_18/cf00e75ce411f65b4fd9f9655fff1906_raw.jpg,3.26,3.29,,0,0
"Mufloni Appeaua Porter","Panimoravintola Beer Hunter's","Porter - Other",4.5,0,"Ei oikein toimi appelsiininkuori","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,2.75,"2016-07-19 17:12:58",https://untappd.com/c/337815181,https://untappd.com/beer/1258398,https://untappd.com/brewery/20115,Finland,Pori,Länsi-Suomi,,,,337815181,1258398,20115,https://untappd.s3.amazonaws.com/photo/2016_07_19/34fb88d436fbc79b32474be125d82df6_raw.jpg,2.82,2.95,,0,0
"Raid Beer","To Øl","Pilsner - Other",5.2,50,"Paras pilsneri tähän mennessä varmaan","Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,4,"2016-07-19 19:57:32",https://untappd.com/c/337835631,https://untappd.com/beer/171336,https://untappd.com/brewery/2241,Denmark,Copenhagen,"Region Hovedstaden",,,,337835631,171336,2241,https://untappd.s3.amazonaws.com/photo/2016_07_19/ad8c5b35fa8b8c37e5fd231e84c85a1c_raw.jpg,3.66,3.66,,1,0
NAZIONALE,"BIRRIFICIO AGRICOLO BALADIN - Baladin Indipendente Italian Farm Brewery","Belgian Blonde",6.5,32,,"Vanttila / Fantsby",Espoo,Uusimaa,Suomi,60.1859,24.6118,3.25,"2016-07-19 22:44:40",https://untappd.com/c/337878935,https://untappd.com/beer/102388,https://untappd.com/brewery/128,Italy,Piozzo,Piemonte,,,,337878935,102388,128,https://untappd.s3.amazonaws.com/photo/2016_07_19/5f2f5ba319fdfb94e534739147d1ab79_raw.jpg,3.48,3.48,,0,0
"Norrlands Guld Export","Spendrups Bryggeri","Lager - Dortmunder / Export",5.3,25,,Rovaniemi,,Lapland,Suomi,66.5023,25.73,2.5,"2016-07-20 21:24:43",https://untappd.com/c/338150526,https://untappd.com/beer/8267,https://untappd.com/brewery/1505,Sweden,Vårby,,,,,338150526,8267,1505,https://untappd.s3.amazonaws.com/photo/2016_07_20/5ce69f988ac8756f54907e109b4d44a8_raw.jpg,2.77,2.77,,0,0
"Three Hearts X-Strong","Krönleins Bryggeri","Lager - Strong",7.5,0,,Rovaniemi,,Lapland,Suomi,66.5023,25.73,2.75,"2016-07-20 22:42:44",https://untappd.com/c/338175002,https://untappd.com/beer/197932,https://untappd.com/brewery/11048,Sweden,Halmstad,"Hallands län",,,,338175002,197932,11048,https://untappd.s3.amazonaws.com/photo/2016_07_20/ed9dc61cf051c75e35031ca84e9a67fd_raw.jpg,2.76,2.82,,0,0
"Sofiero Original (5.2%)","Kopparbergs Bryggeri","Lager - Pale",5.2,25,,Saarenkylä,,,Suomi,66.5183,25.7799,2.25,"2016-07-21 22:26:22",https://untappd.com/c/338492133,https://untappd.com/beer/52950,https://untappd.com/brewery/6350,Sweden,Kopparberg,"Örebro län",,,,338492133,52950,6350,https://untappd.s3.amazonaws.com/photo/2016_07_21/a202a8f74c58d69a1fb4ab865f6c2704_raw.jpg,2.56,2.58,,0,0
"Brooklyn Summer Ale","Brooklyn Brewery","Pale Ale - English",5,18,,"Lapin Hullu",,,Suomi,66.5021,25.7341,3.25,"2016-07-22 20:09:45",https://untappd.com/c/338829584,https://untappd.com/beer/5571,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,338829584,5571,259,https://untappd.s3.amazonaws.com/photo/2016_07_22/e0ee8ec6d0e04ff5a3a561a9a13612ae_raw.jpg,3.45,3.45,,0,0
"Oliver's Ale",Maistila,"Pale Ale - American",5.3,0,"Itse asiassa aika hyvä","Oliver's Corner",Rovaniemi,Lappi,Suomi,66.5022,25.7327,3.5,"2016-07-22 21:03:11",https://untappd.com/c/338850415,https://untappd.com/beer/1385124,https://untappd.com/brewery/139955,Finland,Oulu,Pohjois-Suomi,,,,338850415,1385124,139955,https://untappd.s3.amazonaws.com/photo/2016_07_22/ac0f0e8b2ff50b47ede0a46c3b9d4891_raw.jpg,3.5,3.65,,0,0
"Punk IPA",BrewDog,"IPA - American",5.2,35,,Zoomit,Rovaniemi,Lappi,Suomi,66.5024,25.7325,4,"2016-07-23 00:03:12",https://untappd.com/c/338944577,https://untappd.com/beer/5702,https://untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,,,,338944577,5702,241,,3.75,3.75,,1,0
"Amber Ale","Maku Brewing","Red Ale - American Amber / Red",5.5,46,,Saarenkylä,,,Suomi,66.5183,25.7799,3.25,"2016-07-23 21:15:50",https://untappd.com/c/339447312,https://untappd.com/beer/808965,https://untappd.com/brewery/144063,Finland,Tuusula,,,,,339447312,808965,144063,https://untappd.s3.amazonaws.com/photo/2016_07_23/1bf860518f20f5ec6f2224b94f6fe21b_raw.jpg,3.24,3.27,,0,0
"Brooklyn 1/2 Ale","Brooklyn Brewery","Farmhouse Ale - Saison",3.4,37,,Saarenkylä,,,Suomi,66.5183,25.7799,3,"2016-07-23 22:02:56",https://untappd.com/c/339487202,https://untappd.com/beer/524677,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,339487202,524677,259,https://untappd.s3.amazonaws.com/photo/2016_07_23/87cab6a386f83eec93b90a33bdf9fe1d_raw.jpg,3.1,3.11,,0,0
"Ginger Pale Ale","Stadin Panimo","Ginger Beer",4.5,0,"Vähän kevyt on",Saarenkylä,,,Suomi,66.5183,25.7799,2.5,"2016-07-24 23:36:11",https://untappd.com/c/340173509,https://untappd.com/beer/1149084,https://untappd.com/brewery/5200,Finland,Helsinki,Etelä-Suomi,,,,340173509,1149084,5200,,2.59,2.69,,0,0
"Hecla Iron Ale","Brooklyn Brewery","Dark Ale",3.4,35,"Mellanöl från ica-maxi, haparanda. Ganska bra!",Saarenkylä,,,Suomi,66.5183,25.7799,3.25,"2016-07-25 22:41:33",https://untappd.com/c/340464610,https://untappd.com/beer/1326000,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,340464610,1326000,259,https://untappd.s3.amazonaws.com/photo/2016_07_25/c36ec097d585df969801c0652a1fe569_raw.jpg,2.85,2.89,,0,0
"Budweiser Budvar B:CLASSIC / VÝČEPNÍ","Budějovický Budvar","Pilsner - Czech",4,20,,"Bull Bar & Grill",Rovaniemi,Lappi,Suomi,66.5014,25.7298,2.25,"2016-07-27 17:53:55",https://untappd.com/c/340948329,https://untappd.com/beer/59863,https://untappd.com/brewery/245,"Czech Republic","České Budějovice",Jihozápad,,,,340948329,59863,245,,3.15,3.17,,0,0
"Strongbow Apple Ciders British Dry","Bulmers Cider","Cider - Dry",5,0,,Saarenkylä,,,Suomi,66.5183,25.7799,3,"2016-07-27 23:19:54",https://untappd.com/c/341024098,https://untappd.com/beer/1034230,https://untappd.com/brewery/10147,England,Hereford,Herefordshire,,,,341024098,1034230,10147,,3.16,3.18,,0,0
"Sju Komma Tvåan","Åbro Bryggeri","Lager - Strong",7.2,0,"Tässä ei ole nimeä kauan mietitty",Saarenkylä,,,Suomi,66.5183,25.7799,2.25,"2016-07-27 23:28:20",https://untappd.com/c/341026996,https://untappd.com/beer/52932,https://untappd.com/brewery/1925,Sweden,Vimmerby,"Kalmar län",,,,341026996,52932,1925,https://untappd.s3.amazonaws.com/photo/2016_07_27/97a1a229eb1ff00cb5d5182e768f464b_raw.jpg,2.51,2.59,,0,0
Amarillo,"Oppigårds Bryggeri","Pale Ale - American",5.9,44,"Onpa miellyttävä ruotsalainen tuttavuus",Saarenkylä,,,Suomi,66.5183,25.7799,4,"2016-07-27 23:47:45",https://untappd.com/c/341033587,https://untappd.com/beer/17528,https://untappd.com/brewery/4920,Sweden,Hedemora,"Dalarnas län",,,,341033587,17528,4920,https://untappd.s3.amazonaws.com/photo/2016_07_27/0abf8c252fff5af284d702ef1fc49056_raw.jpg,3.61,3.61,,1,0
"Krušovice Černé","Heineken Česká Republika","Lager - Dark",3.8,19,,Rovaniemi,,Lapland,Suomi,66.5023,25.73,3,"2016-07-29 20:03:54",https://untappd.com/c/341667129,https://untappd.com/beer/23586,https://untappd.com/brewery/9774,"Czech Republic",Krušovice,"Střední Čechy",,,,341667129,23586,9774,https://untappd.s3.amazonaws.com/photo/2016_07_29/30124c63c0ed69d559085ccbb9d77c51_raw.jpg,3.15,3.15,,0,0
"Thurbo Double IPA","Oppigårds Bryggeri","IPA - Imperial / Double",8.5,74,,Rovaniemi,,Lapland,Suomi,66.5023,25.73,4,"2016-07-29 21:39:29",https://untappd.com/c/341705673,https://untappd.com/beer/263300,https://untappd.com/brewery/4920,Sweden,Hedemora,"Dalarnas län",,,,341705673,263300,4920,https://untappd.s3.amazonaws.com/photo/2016_07_29/955d5a66e888802fb4992df2bb963fef_raw.jpg,3.73,3.73,,1,0
"Fem Komma Tvåan","Åbro Bryggeri","Lager - Pale",5.2,0,,Kemi,,Lapland,Suomi,65.7374,24.5687,2.25,"2016-07-29 22:16:09",https://untappd.com/c/341723675,https://untappd.com/beer/52923,https://untappd.com/brewery/1925,Sweden,Vimmerby,"Kalmar län",,,,341723675,52923,1925,https://untappd.s3.amazonaws.com/photo/2016_07_29/2e01556de1c3731b482ae4c01bba2d00_raw.jpg,2.57,2.59,,0,0
